Age,Education_Level,Occupation,Number_of_Dependents,Location,Work_Experience,Marital_Status,Employment_Status,Household_Size,Homeownership_Status,Type_of_Housing,Gender,Primary_Mode_of_Transportation,Income
25,Bachelor's,Healthcare,1,Rural,16,Single,Full-time,4,Own,Townhouse,Male,Public transit,2.5021682936188405
38,High School,Education,3,Urban,34,Single,Part-time,7,Own,Single-family home,Female,Public transit,2.4950901785096966
51,Bachelor's,Healthcare,5,Rural,45,Single,Full-time,7,Rent,Apartment,Female,Public transit,2.5381748286235988
21,High School,Others,5,Urban,43,Married,Part-time,4,Rent,Single-family home,Female,Walking,2.4976893797303106
42,Master's,Technology,0,Rural,4,Married,Full-time,2,Own,Apartment,Male,Car,2.6778397380341286
32,High School,Technology,0,Urban,44,Married,Full-time,3,Own,Single-family home,Male,Car,2.4290935030541325
21,Bachelor's,Education,2,Suburban,10,Single,Full-time,6,Own,Townhouse,Female,Public transit,2.496171773322595
62,Bachelor's,Technology,5,Suburban,15,Single,Full-time,4,Rent,Single-family home,Female,Car,2.639823616701805
29,High School,Education,1,Urban,41,Single,Full-time,7,Rent,Single-family home,Male,Biking,2.6823529623369304
49,Master's,Finance,2,Urban,29,Single,Full-time,7,Own,Apartment,Female,Walking,2.5024098984033487
49,Bachelor's,Finance,5,Urban,39,Single,Full-time,2,Rent,Single-family home,Male,Public transit,2.498231474347361
45,Bachelor's,Technology,0,Urban,5,Single,Part-time,2,Own,Single-family home,Male,Biking,2.4987604407355066
30,High School,Technology,0,Urban,19,Married,Full-time,1,Own,Single-family home,Female,Public transit,2.492467312062703
48,Bachelor's,Finance,5,Rural,19,Single,Full-time,6,Own,Apartment,Male,Public transit,2.761304104825491
31,High School,Technology,2,Urban,23,Single,Part-time,4,Own,Townhouse,Male,Biking,2.5004369610639596
37,Bachelor's,Healthcare,0,Urban,26,Single,Part-time,2,Rent,Apartment,Female,Biking,2.4750564139608637
35,Bachelor's,Healthcare,0,Urban,2,Married,Full-time,6,Rent,Townhouse,Male,Public transit,2.5442153472211153
46,Master's,Others,3,Urban,23,Single,Full-time,1,Rent,Apartment,Female,Biking,2.441197850519066
23,Bachelor's,Healthcare,4,Urban,9,Single,Full-time,1,Rent,Townhouse,Male,Public transit,2.50715102682123
49,High School,Finance,5,Urban,24,Single,Full-time,7,Own,Single-family home,Male,Car,2.4994884180256904
46,High School,Healthcare,3,Suburban,27,Married,Part-time,4,Own,Apartment,Male,Public transit,2.6322367309016284
60,Bachelor's,Education,4,Suburban,17,Married,Part-time,7,Own,Townhouse,Male,Car,2.7813279747858908
19,High School,Technology,5,Suburban,41,Single,Part-time,5,Rent,Apartment,Male,Public transit,2.430086753903943
40,High School,Healthcare,3,Suburban,44,Married,Full-time,2,Rent,Townhouse,Male,Public transit,2.5008334200827913
36,Master's,Finance,3,Urban,13,Married,Self-employed,5,Own,Single-family home,Female,Car,2.5556625147436405
48,High School,Technology,5,Suburban,0,Single,Self-employed,1,Own,Apartment,Female,Biking,2.4922703292537016
68,Master's,Technology,1,Urban,19,Single,Full-time,5,Own,Apartment,Female,Biking,2.5027301085217446
22,High School,Technology,2,Urban,46,Divorced,Full-time,5,Rent,Apartment,Male,Public transit,2.6991913099136973
36,Doctorate,Healthcare,5,Urban,24,Married,Part-time,4,Rent,Single-family home,Male,Walking,2.5034363862769826
51,Bachelor's,Education,3,Urban,11,Married,Part-time,1,Own,Single-family home,Male,Public transit,2.701565071491096
27,Master's,Healthcare,1,Urban,47,Single,Part-time,3,Own,Apartment,Male,Public transit,2.5004619424982284
42,High School,Education,3,Urban,38,Married,Self-employed,2,Rent,Apartment,Male,Public transit,2.529847984241462
19,Master's,Others,2,Urban,45,Single,Full-time,7,Own,Apartment,Male,Car,2.493906432636316
28,Master's,Technology,1,Urban,8,Single,Full-time,4,Own,Apartment,Female,Public transit,2.4915870690817594
67,Bachelor's,Finance,5,Suburban,8,Married,Full-time,4,Own,Single-family home,Female,Walking,2.4923410994837343
48,Bachelor's,Technology,4,Urban,41,Married,Full-time,3,Rent,Single-family home,Male,Biking,2.4916431790074913
32,Master's,Healthcare,2,Rural,40,Divorced,Full-time,4,Own,Single-family home,Male,Walking,2.4916890565159755
26,High School,Technology,0,Urban,24,Single,Full-time,1,Own,Apartment,Male,Biking,2.491574311080511
40,Bachelor's,Finance,5,Urban,29,Married,Part-time,4,Own,Apartment,Female,Biking,2.5009711284694616
36,Master's,Healthcare,5,Urban,47,Single,Full-time,4,Own,Single-family home,Female,Car,2.492034799443781
26,Bachelor's,Finance,5,Rural,39,Married,Part-time,3,Own,Townhouse,Male,Walking,2.498783658719087
52,High School,Technology,1,Urban,27,Single,Full-time,2,Rent,Single-family home,Male,Car,2.8215357133318304
38,Bachelor's,Healthcare,0,Urban,1,Married,Full-time,6,Own,Townhouse,Female,Car,2.5007723872223693
26,Master's,Technology,1,Urban,24,Single,Full-time,2,Own,Apartment,Female,Car,2.4961092807851433
45,High School,Education,4,Urban,17,Married,Full-time,5,Rent,Apartment,Female,Public transit,2.812159471199875
63,High School,Healthcare,1,Urban,23,Married,Part-time,7,Rent,Single-family home,Male,Biking,2.5382370824876186
68,High School,Finance,5,Suburban,17,Single,Part-time,1,Own,Single-family home,Female,Biking,2.8340738688684315
24,Master's,Others,3,Urban,26,Married,Part-time,3,Own,Townhouse,Female,Public transit,2.4994424042184358
33,High School,Finance,0,Urban,43,Single,Full-time,7,Own,Single-family home,Female,Biking,2.600740202050899
33,Bachelor's,Finance,0,Urban,34,Married,Self-employed,2,Rent,Apartment,Female,Car,2.4969914262516224
50,Bachelor's,Others,1,Urban,33,Married,Full-time,3,Rent,Single-family home,Male,Car,2.71825511768852
21,Master's,Others,3,Rural,37,Divorced,Part-time,6,Rent,Single-family home,Male,Public transit,2.482343693797836
21,Doctorate,Healthcare,3,Suburban,5,Single,Full-time,5,Rent,Single-family home,Male,Public transit,2.4979597369936983
56,High School,Technology,1,Urban,48,Single,Full-time,7,Own,Apartment,Male,Public transit,2.4955057588881098
57,Bachelor's,Healthcare,2,Urban,15,Single,Part-time,7,Own,Townhouse,Female,Car,2.4984043177055515
34,Master's,Technology,4,Rural,22,Single,Part-time,2,Own,Single-family home,Male,Biking,2.7905818963996034
54,High School,Others,1,Urban,27,Single,Part-time,3,Rent,Single-family home,Male,Car,2.501351346611625
56,High School,Healthcare,5,Urban,12,Single,Full-time,6,Rent,Single-family home,Female,Car,2.5011288467888666
69,Master's,Technology,3,Rural,11,Married,Full-time,1,Rent,Single-family home,Female,Walking,2.679338150718701
46,Doctorate,Technology,4,Urban,10,Married,Self-employed,7,Own,Single-family home,Male,Walking,2.4932876391573915
69,Bachelor's,Healthcare,1,Urban,46,Married,Full-time,1,Rent,Apartment,Female,Car,2.748095140987739
53,High School,Healthcare,4,Urban,48,Married,Full-time,5,Rent,Apartment,Male,Car,2.532835709739127
55,Bachelor's,Technology,2,Rural,21,Single,Full-time,2,Rent,Apartment,Male,Public transit,2.5988705706624238
56,High School,Healthcare,3,Urban,30,Married,Full-time,2,Rent,Single-family home,Female,Biking,2.6105526733389945
67,Master's,Technology,2,Urban,26,Married,Full-time,7,Own,Townhouse,Male,Public transit,2.650085350007769
54,Master's,Technology,2,Suburban,26,Single,Part-time,1,Rent,Single-family home,Female,Car,2.7686750349537634
69,Master's,Technology,3,Suburban,39,Married,Part-time,6,Rent,Single-family home,Male,Car,2.807744986387999
52,High School,Healthcare,5,Urban,25,Married,Full-time,7,Rent,Apartment,Male,Car,2.4934372055249097
24,Bachelor's,Technology,2,Urban,6,Married,Self-employed,5,Own,Townhouse,Male,Car,2.4925630943486037
44,High School,Healthcare,1,Urban,10,Married,Part-time,4,Own,Single-family home,Female,Car,2.8316573117545
45,Bachelor's,Others,1,Urban,21,Married,Part-time,7,Rent,Single-family home,Female,Walking,2.4659635874417134
39,Master's,Education,4,Urban,39,Married,Part-time,1,Own,Single-family home,Female,Car,2.4931827680469465
31,High School,Others,1,Suburban,18,Married,Part-time,1,Own,Apartment,Male,Public transit,2.54844550730175
24,Bachelor's,Finance,1,Urban,37,Married,Full-time,3,Own,Apartment,Male,Car,2.502956747783148
54,Bachelor's,Finance,4,Urban,19,Single,Part-time,5,Rent,Apartment,Female,Biking,2.4809586166712254
39,Doctorate,Education,0,Urban,18,Married,Self-employed,4,Rent,Single-family home,Male,Public transit,2.4955832771277584
22,Master's,Healthcare,3,Urban,18,Single,Full-time,6,Own,Apartment,Male,Biking,2.4950609296839388
19,Master's,Education,1,Suburban,35,Married,Part-time,7,Own,Apartment,Female,Biking,2.8332411827803092
44,Bachelor's,Healthcare,4,Suburban,46,Married,Part-time,5,Own,Townhouse,Male,Biking,2.4998257660630503
38,High School,Others,2,Urban,26,Married,Full-time,5,Own,Apartment,Female,Car,2.8342854282493817
55,Bachelor's,Education,2,Urban,16,Divorced,Self-employed,1,Rent,Apartment,Female,Public transit,2.449985098967445
32,Bachelor's,Others,5,Urban,17,Single,Full-time,1,Own,Single-family home,Female,Biking,2.4955978030190584
38,Bachelor's,Finance,1,Urban,19,Single,Full-time,1,Rent,Single-family home,Male,Car,2.496385302544276
27,Bachelor's,Healthcare,3,Urban,43,Divorced,Self-employed,7,Own,Single-family home,Male,Public transit,2.493042715416048
40,Bachelor's,Technology,4,Urban,41,Married,Full-time,3,Own,Apartment,Female,Car,2.4945791497885628
56,High School,Healthcare,5,Urban,40,Married,Part-time,4,Own,Apartment,Male,Car,2.796703810629157
22,High School,Healthcare,5,Urban,7,Married,Part-time,6,Own,Apartment,Female,Biking,2.50221712003886
18,Bachelor's,Healthcare,4,Urban,39,Married,Full-time,6,Own,Townhouse,Male,Public transit,2.495800875140858
30,Bachelor's,Others,4,Urban,10,Married,Full-time,4,Rent,Apartment,Male,Car,2.7789038312428094
38,Bachelor's,Technology,4,Urban,29,Married,Self-employed,7,Own,Townhouse,Female,Biking,2.666575506623829
43,Bachelor's,Technology,4,Suburban,11,Single,Full-time,7,Own,Apartment,Male,Biking,2.788182513438567
67,High School,Healthcare,3,Urban,22,Divorced,Part-time,5,Rent,Townhouse,Female,Public transit,2.535923835998524
62,Master's,Technology,4,Rural,5,Single,Full-time,6,Own,Apartment,Female,Walking,2.5590030156448114
38,Master's,Education,3,Urban,34,Single,Self-employed,6,Rent,Apartment,Male,Car,2.6723030771506635
70,Bachelor's,Education,3,Urban,14,Married,Self-employed,6,Own,Townhouse,Male,Public transit,2.4969938030481416
35,Bachelor's,Healthcare,3,Urban,37,Married,Full-time,1,Rent,Apartment,Male,Car,2.592324748555127
54,Bachelor's,Education,2,Urban,27,Married,Part-time,6,Own,Single-family home,Female,Car,2.503806622300039
62,Master's,Technology,0,Suburban,6,Single,Self-employed,5,Rent,Single-family home,Female,Public transit,2.501288483604563
49,Master's,Healthcare,5,Urban,5,Married,Self-employed,1,Own,Single-family home,Female,Public transit,2.5019014119710756
53,Bachelor's,Others,1,Urban,26,Married,Full-time,5,Own,Townhouse,Male,Biking,2.499361812869333
34,Bachelor's,Healthcare,2,Urban,1,Married,Full-time,5,Rent,Apartment,Male,Car,2.5555225107172443
52,Bachelor's,Technology,0,Urban,5,Single,Full-time,3,Own,Townhouse,Female,Public transit,2.5013423693747585
66,Bachelor's,Healthcare,5,Urban,31,Married,Part-time,6,Own,Townhouse,Male,Public transit,2.496891533680646
28,Bachelor's,Healthcare,2,Urban,28,Married,Self-employed,3,Own,Single-family home,Male,Biking,2.4996308837905157
38,Bachelor's,Others,5,Urban,33,Divorced,Part-time,6,Own,Single-family home,Male,Biking,2.497015190875601
69,Bachelor's,Finance,3,Suburban,0,Single,Full-time,7,Rent,Townhouse,Female,Public transit,2.500070378891013
70,High School,Technology,3,Urban,14,Single,Full-time,5,Own,Apartment,Male,Car,2.500343775872526
43,Doctorate,Others,4,Urban,9,Single,Self-employed,7,Own,Apartment,Male,Biking,2.4915972739500596
21,Master's,Finance,3,Urban,9,Married,Full-time,1,Own,Apartment,Female,Car,2.494032556606503
51,Bachelor's,Technology,2,Suburban,9,Married,Part-time,7,Own,Apartment,Female,Car,2.680833840987663
69,Bachelor's,Finance,5,Suburban,36,Married,Part-time,5,Rent,Townhouse,Male,Public transit,2.500414243525089
65,High School,Education,1,Urban,31,Married,Self-employed,7,Own,Apartment,Male,Public transit,2.500761079446152
35,High School,Technology,5,Urban,35,Single,Full-time,1,Own,Apartment,Female,Car,2.499903579030756
57,High School,Finance,3,Urban,24,Single,Full-time,2,Rent,Apartment,Male,Public transit,2.647577932378296
52,Bachelor's,Healthcare,5,Urban,14,Single,Self-employed,4,Rent,Apartment,Female,Car,2.4639516844705587
58,Master's,Others,0,Urban,8,Single,Part-time,5,Own,Apartment,Female,Car,2.72766827161804
46,Bachelor's,Healthcare,5,Urban,15,Married,Full-time,7,Own,Single-family home,Male,Car,2.4940523218508703
69,Bachelor's,Others,2,Suburban,40,Single,Full-time,2,Own,Apartment,Female,Car,2.4988393529351605
46,Bachelor's,Education,0,Urban,18,Married,Full-time,5,Own,Apartment,Female,Walking,2.4959745069962285
55,High School,Education,4,Urban,45,Single,Self-employed,3,Own,Single-family home,Male,Walking,2.496255816963421
59,High School,Healthcare,4,Urban,43,Married,Full-time,4,Own,Apartment,Female,Biking,2.497644619305329
38,Master's,Others,5,Suburban,11,Married,Self-employed,7,Own,Single-family home,Male,Biking,2.5016581765545753
59,Master's,Healthcare,1,Urban,34,Single,Full-time,5,Rent,Apartment,Female,Biking,2.769191266266158
30,Bachelor's,Technology,2,Urban,50,Married,Full-time,6,Own,Single-family home,Female,Public transit,2.4756893998053924
66,Bachelor's,Technology,1,Urban,42,Single,Self-employed,7,Own,Apartment,Male,Biking,2.5251830423692723
58,Master's,Healthcare,0,Urban,4,Married,Self-employed,3,Own,Apartment,Male,Walking,2.5009237488994245
34,High School,Others,1,Urban,37,Married,Full-time,3,Rent,Single-family home,Male,Car,2.6629627242354426
26,Master's,Healthcare,0,Urban,5,Married,Full-time,2,Rent,Single-family home,Male,Biking,2.6220782035580896
58,Bachelor's,Technology,1,Urban,50,Married,Part-time,6,Own,Single-family home,Female,Car,2.499403270536604
18,Bachelor's,Technology,4,Urban,13,Single,Full-time,3,Rent,Single-family home,Male,Walking,2.614016840733201
19,High School,Healthcare,2,Urban,47,Single,Self-employed,7,Rent,Single-family home,Female,Public transit,2.496793892823115
65,Bachelor's,Healthcare,1,Urban,11,Single,Full-time,6,Rent,Single-family home,Male,Walking,2.645439611304472
46,Master's,Finance,5,Urban,49,Single,Full-time,2,Rent,Apartment,Male,Public transit,2.50274332944674
50,High School,Others,0,Urban,21,Married,Full-time,1,Rent,Townhouse,Male,Biking,2.701013361747676
27,Bachelor's,Healthcare,5,Suburban,44,Married,Full-time,1,Rent,Apartment,Female,Walking,2.585551432583829
67,High School,Healthcare,2,Suburban,40,Married,Full-time,1,Own,Townhouse,Male,Car,2.5010229864174836
57,Master's,Others,5,Rural,49,Married,Full-time,1,Rent,Single-family home,Male,Biking,2.6655940687863873
38,Bachelor's,Healthcare,4,Urban,3,Married,Part-time,7,Rent,Apartment,Female,Public transit,2.5010770612532314
45,Master's,Technology,4,Urban,42,Married,Part-time,7,Rent,Single-family home,Female,Public transit,2.779384897319976
28,Bachelor's,Technology,3,Urban,17,Single,Full-time,5,Own,Townhouse,Male,Biking,2.4944416394939792
51,High School,Healthcare,2,Urban,30,Married,Part-time,7,Rent,Apartment,Female,Public transit,2.5002413674622743
25,High School,Technology,1,Urban,34,Single,Self-employed,6,Rent,Apartment,Male,Public transit,2.5017943953769435
39,High School,Others,4,Urban,3,Married,Full-time,2,Own,Apartment,Female,Car,2.8380504211503346
25,High School,Technology,1,Urban,8,Married,Self-employed,1,Rent,Single-family home,Female,Public transit,2.693876039466753
66,Bachelor's,Finance,1,Urban,44,Married,Full-time,3,Rent,Apartment,Male,Biking,2.498310937694673
32,High School,Technology,0,Rural,14,Single,Full-time,6,Rent,Apartment,Female,Public transit,2.507338884803879
34,Bachelor's,Technology,5,Urban,41,Divorced,Full-time,7,Rent,Single-family home,Female,Biking,2.816595090654841
40,Bachelor's,Healthcare,1,Urban,20,Single,Self-employed,2,Own,Apartment,Female,Biking,2.497190818710745
41,Bachelor's,Finance,3,Urban,31,Divorced,Full-time,7,Own,Single-family home,Female,Public transit,2.5025403543248737
62,Master's,Education,2,Suburban,8,Married,Full-time,6,Own,Single-family home,Female,Biking,2.8173577389212108
36,Bachelor's,Healthcare,2,Suburban,47,Married,Self-employed,6,Own,Apartment,Male,Car,2.5017765445659674
22,Doctorate,Others,0,Urban,31,Single,Self-employed,6,Own,Townhouse,Female,Car,2.499354901056073
49,High School,Finance,3,Urban,15,Divorced,Self-employed,5,Own,Single-family home,Female,Walking,2.502134984813744
61,Bachelor's,Others,5,Suburban,44,Married,Part-time,7,Own,Apartment,Female,Biking,2.633923987740033
18,Bachelor's,Healthcare,3,Urban,4,Single,Part-time,1,Rent,Single-family home,Male,Public transit,2.7312422433309314
40,Bachelor's,Finance,2,Rural,41,Married,Full-time,7,Rent,Apartment,Male,Biking,2.833877416734083
54,Bachelor's,Technology,3,Urban,30,Married,Part-time,2,Own,Single-family home,Male,Public transit,2.493698243412144
25,Bachelor's,Others,5,Urban,24,Single,Full-time,4,Own,Single-family home,Female,Car,2.491915491531643
30,Bachelor's,Others,4,Suburban,0,Single,Part-time,1,Own,Apartment,Male,Public transit,2.4917985414612063
25,Bachelor's,Others,1,Urban,2,Single,Full-time,2,Rent,Single-family home,Male,Car,2.502919388052049
40,Doctorate,Others,1,Urban,20,Single,Self-employed,1,Own,Apartment,Male,Public transit,2.6440469707574645
60,Master's,Healthcare,2,Urban,27,Single,Full-time,4,Rent,Townhouse,Female,Car,2.500113732465981
18,Bachelor's,Finance,2,Suburban,2,Single,Part-time,7,Rent,Townhouse,Male,Biking,2.4944993749099362
62,High School,Healthcare,5,Urban,41,Single,Part-time,3,Rent,Apartment,Male,Biking,2.4980207281848745
68,Master's,Finance,3,Urban,31,Single,Full-time,3,Rent,Apartment,Female,Car,2.503195852165869
41,Doctorate,Others,5,Urban,31,Divorced,Full-time,4,Rent,Single-family home,Male,Public transit,2.501879129315318
52,High School,Healthcare,0,Suburban,48,Married,Full-time,2,Own,Single-family home,Male,Biking,2.5016134612621976
